id,year,stage,team,match_num,score,point,goal,win,point_last,goal_last,score_last,win_last,rank_last
14019,2012,Ｊ１,アルビレックス新潟,3,1,0,-3,1,0,-6,1,1,2
14020,2012,Ｊ１,ガンバ大阪,3,1,0,-3,0,0,-6,3,1,3
14016,2012,Ｊ１,横浜Ｆ・マリノス,3,0,0,-3,1,1,-3,3,0,4
14017,2012,Ｊ１,コンサドーレ札幌,3,1,0,-3,0,1,-3,1,1,5
14016,2012,Ｊ１,サガン鳥栖,3,1,3,3,1,1,-3,1,1,5
14018,2012,Ｊ１,柏レイソル,3,2,3,3,1,1,-3,3,1,7
14012,2012,Ｊ１,大宮アルディージャ,3,1,0,-3,1,3,0,2,0,8
14017,2012,Ｊ１,浦和レッズ,3,2,3,3,0,3,0,1,2,9
14013,2012,Ｊ１,サンフレッチェ広島,3,2,3,3,1,3,0,2,2,10
14018,2012,Ｊ１,清水エスパルス,3,1,0,-3,1,3,0,2,2,10
14019,2012,Ｊ１,名古屋グランパス,3,2,3,3,1,3,0,3,2,12
14020,2012,Ｊ１,ジュビロ磐田,3,2,3,3,0,4,3,2,1,13
14014,2012,Ｊ１,セレッソ大阪,3,1,3,3,0,4,3,2,1,13
14014,2012,Ｊ１,川崎フロンターレ,3,0,0,-3,0,6,6,2,1,15
14012,2012,Ｊ１,ベガルタ仙台,3,4,3,3,1,6,6,3,1,16
14015,2012,Ｊ１,ＦＣ東京,3,2,3,3,0,6,6,4,1,17
14015,2012,Ｊ１,ヴィッセル神戸,3,0,0,-3,0,6,6,5,1,18
14026,2012,Ｊ１,ガンバ大阪,4,1,1,0,0,0,-9,4,1,1
14028,2012,Ｊ１,鹿島アントラーズ,4,0,1,0,0,0,-9,0,2,2
14026,2012,Ｊ１,アルビレックス新潟,4,1,1,0,0,0,-9,2,2,3
14027,2012,Ｊ１,コンサドーレ札幌,4,0,0,-3,1,1,-6,2,1,4
14028,2012,Ｊ１,横浜Ｆ・マリノス,4,0,1,0,0,1,-6,3,1,5
14021,2012,Ｊ１,大宮アルディージャ,4,1,1,0,0,3,-3,3,1,6
14027,2012,Ｊ１,清水エスパルス,4,1,3,3,1,3,-3,3,3,7
14029,2012,Ｊ１,サガン鳥栖,4,3,3,3,1,4,0,2,2,8
14024,2012,Ｊ１,柏レイソル,4,0,0,-3,1,4,0,5,2,9
14023,2012,Ｊ１,川崎フロンターレ,4,1,1,0,0,6,3,2,1,10
14029,2012,Ｊ１,ヴィッセル神戸,4,0,0,-3,1,6,3,5,1,11
14023,2012,Ｊ１,浦和レッズ,4,1,1,0,0,6,3,3,2,12
14022,2012,Ｊ１,サンフレッチェ広島,4,1,3,3,0,6,3,4,3,13
14021,2012,Ｊ１,名古屋グランパス,4,1,1,0,0,6,3,5,3,14
14025,2012,Ｊ１,セレッソ大阪,4,1,0,-3,0,7,6,3,1,15
14024,2012,Ｊ１,ジュビロ磐田,4,1,3,3,1,7,6,4,1,16
14022,2012,Ｊ１,ＦＣ東京,4,0,0,-3,0,9,9,6,1,17
14025,2012,Ｊ１,ベガルタ仙台,4,2,3,3,0,9,9,7,2,18
14037,2012,Ｊ１,ガンバ大阪,5,1,0,-3,1,1,-9,5,1,1
14036,2012,Ｊ１,鹿島アントラーズ,5,1,0,-3,0,1,-9,0,2,2
14030,2012,Ｊ１,コンサドーレ札幌,5,0,0,-3,0,1,-9,2,2,3
14034,2012,Ｊ１,アルビレックス新潟,5,0,1,0,0,1,-9,3,2,4
14034,2012,Ｊ１,横浜Ｆ・マリノス,5,0,1,0,0,2,-6,3,1,5
14035,2012,Ｊ１,大宮アルディージャ,5,0,0,-3,0,4,-3,4,1,6
14030,2012,Ｊ１,柏レイソル,5,2,3,3,0,4,-3,5,3,7
14033,2012,Ｊ１,ヴィッセル神戸,5,0,0,-3,0,6,0,5,2,8
14033,2012,Ｊ１,清水エスパルス,5,1,3,3,0,6,0,4,4,9
14038,2012,Ｊ１,川崎フロンターレ,5,0,0,-3,0,7,3,3,1,10
14035,2012,Ｊ１,セレッソ大阪,5,3,3,3,0,7,3,4,1,11
14036,2012,Ｊ１,浦和レッズ,5,3,3,3,0,7,3,4,2,12
14032,2012,Ｊ１,サガン鳥栖,5,0,0,-3,1,7,3,5,3,13
14032,2012,Ｊ１,名古屋グランパス,5,1,3,3,1,7,3,6,3,14
14038,2012,Ｊ１,ＦＣ東京,5,1,3,3,0,9,6,6,1,15
14037,2012,Ｊ１,サンフレッチェ広島,5,4,3,3,1,9,6,5,3,16
14031,2012,Ｊ１,ジュビロ磐田,5,2,1,0,0,10,9,5,2,17
14031,2012,Ｊ１,ベガルタ仙台,5,2,1,0,0,12,12,9,2,18
14040,2012,Ｊ１,鹿島アントラーズ,6,2,3,3,0,1,-12,1,2,1
14044,2012,Ｊ１,コンサドーレ札幌,6,1,0,-3,1,1,-12,2,2,2
14046,2012,Ｊ１,ガンバ大阪,6,3,3,3,1,1,-12,6,2,3
14047,2012,Ｊ１,アルビレックス新潟,6,1,3,3,0,2,-9,3,2,4
14041,2012,Ｊ１,横浜Ｆ・マリノス,6,1,1,0,0,3,-6,3,1,5
14041,2012,Ｊ１,大宮アルディージャ,6,1,1,0,0,4,-6,4,1,6
14042,2012,Ｊ１,ヴィッセル神戸,6,0,0,-3,1,6,-3,5,2,7
14046,2012,Ｊ１,川崎フロンターレ,6,2,0,-3,1,7,0,3,1,8
14039,2012,Ｊ１,柏レイソル,6,2,0,-3,0,7,0,7,3,9
14045,2012,Ｊ１,サガン鳥栖,6,1,3,3,1,7,0,5,4,10
14043,2012,Ｊ１,清水エスパルス,6,3,3,3,1,9,3,5,4,11
14047,2012,Ｊ１,セレッソ大阪,6,0,0,-3,0,10,6,7,1,12
14042,2012,Ｊ１,浦和レッズ,6,2,3,3,1,10,6,7,2,13
14044,2012,Ｊ１,名古屋グランパス,6,3,3,3,1,10,6,7,4,14
14043,2012,Ｊ１,ジュビロ磐田,6,2,0,-3,1,11,9,7,2,15
14040,2012,Ｊ１,ＦＣ東京,6,1,0,-3,0,12,9,7,1,16
14045,2012,Ｊ１,サンフレッチェ広島,6,0,0,-3,1,12,9,9,4,17
14039,2012,Ｊ１,ベガルタ仙台,6,3,3,3,0,13,12,11,2,18
14048,2012,Ｊ１,コンサドーレ札幌,7,2,0,-3,0,1,-15,3,3,1
14052,2012,Ｊ１,鹿島アントラーズ,7,3,3,3,1,4,-9,3,2,2
14056,2012,Ｊ１,ガンバ大阪,7,3,3,3,1,4,-9,9,3,3
14049,2012,Ｊ１,横浜Ｆ・マリノス,7,0,0,-3,1,4,-6,4,1,4
14054,2012,Ｊ１,大宮アルディージャ,7,2,3,3,1,5,-6,5,1,5
14053,2012,Ｊ１,アルビレックス新潟,7,0,0,-3,1,5,-6,4,2,6
14050,2012,Ｊ１,ヴィッセル神戸,7,3,3,3,1,6,-6,5,3,7
14048,2012,Ｊ１,川崎フロンターレ,7,3,3,3,0,7,-3,5,2,8
14050,2012,Ｊ１,柏レイソル,7,1,0,-3,1,7,-3,9,3,9
14052,2012,Ｊ１,セレッソ大阪,7,2,0,-3,1,10,3,7,1,10
14053,2012,Ｊ１,サガン鳥栖,7,1,3,3,1,10,3,6,5,11
14049,2012,Ｊ１,ジュビロ磐田,7,1,3,3,1,11,6,9,3,12
14055,2012,Ｊ１,ＦＣ東京,7,0,0,-3,1,12,6,8,1,13
14056,2012,Ｊ１,清水エスパルス,7,1,0,-3,1,12,6,8,5,14
14051,2012,Ｊ１,サンフレッチェ広島,7,1,1,0,0,12,6,9,5,15
14054,2012,Ｊ１,浦和レッズ,7,0,0,-3,1,13,9,9,3,16
14051,2012,Ｊ１,名古屋グランパス,7,1,1,0,0,13,9,10,5,17
14055,2012,Ｊ１,ベガルタ仙台,7,4,3,3,1,16,15,14,2,18
14062,2012,Ｊ１,コンサドーレ札幌,8,1,0,-3,1,1,-18,5,3,1
14063,2012,Ｊ１,横浜Ｆ・マリノス,8,3,3,3,1,4,-9,4,2,2
14064,2012,Ｊ１,アルビレックス新潟,8,0,0,-3,0,5,-9,4,3,3
14061,2012,Ｊ１,鹿島アントラーズ,8,5,3,3,1,7,-6,6,3,4
14059,2012,Ｊ１,柏レイソル,8,1,1,0,0,7,-6,10,4,5
14061,2012,Ｊ１,ガンバ大阪,8,0,0,-3,1,7,-6,12,4,6
14062,2012,Ｊ１,大宮アルディージャ,8,2,3,3,1,8,-3,7,2,7
14063,2012,Ｊ１,ヴィッセル神戸,8,1,0,-3,1,9,-3,8,4,8
14060,2012,Ｊ１,川崎フロンターレ,8,1,0,-3,0,10,0,8,2,9
14065,2012,Ｊ１,セレッソ大阪,8,3,3,3,1,10,0,9,2,10
14057,2012,Ｊ１,ＦＣ東京,8,0,0,-3,0,12,3,8,2,11
14057,2012,Ｊ１,清水エスパルス,8,1,3,3,0,12,3,9,6,12
14058,2012,Ｊ１,浦和レッズ,8,2,3,3,0,13,6,9,4,13
14060,2012,Ｊ１,サンフレッチェ広島,8,4,3,3,0,13,6,10,5,14
14059,2012,Ｊ１,サガン鳥栖,8,1,1,0,0,13,6,7,6,15
14065,2012,Ｊ１,ジュビロ磐田,8,2,0,-3,1,14,9,10,4,16
14058,2012,Ｊ１,名古屋グランパス,8,1,0,-3,0,14,9,11,5,17
14064,2012,Ｊ１,ベガルタ仙台,8,1,3,3,0,19,18,18,3,18
14066,2012,Ｊ１,コンサドーレ札幌,9,1,3,3,1,1,-21,6,4,1
14069,2012,Ｊ１,アルビレックス新潟,9,1,3,3,0,5,-12,4,3,2
14074,2012,Ｊ１,ガンバ大阪,9,2,1,0,0,7,-9,12,5,3
14071,2012,Ｊ１,横浜Ｆ・マリノス,9,2,3,3,0,7,-6,7,3,4
14073,2012,Ｊ１,柏レイソル,9,1,3,3,0,8,-6,11,4,5
14067,2012,Ｊ１,ヴィッセル神戸,9,3,3,3,1,9,-6,9,5,6
14068,2012,Ｊ１,川崎フロンターレ,9,4,3,3,1,10,-3,9,2,7
14072,2012,Ｊ１,鹿島アントラーズ,9,0,0,-3,1,10,-3,11,4,8
14067,2012,Ｊ１,大宮アルディージャ,9,0,0,-3,1,11,0,9,3,9
14073,2012,Ｊ１,ＦＣ東京,9,0,0,-3,0,12,0,8,2,10
14066,2012,Ｊ１,セレッソ大阪,9,0,0,-3,1,13,3,12,3,11
14068,2012,Ｊ１,ジュビロ磐田,9,3,0,-3,1,14,6,12,5,12
14074,2012,Ｊ１,名古屋グランパス,9,2,1,0,0,14,6,12,5,12
14070,2012,Ｊ１,サガン鳥栖,9,1,1,0,0,14,6,8,6,14
14072,2012,Ｊ１,清水エスパルス,9,3,3,3,1,15,6,10,6,15
14071,2012,Ｊ１,浦和レッズ,9,1,0,-3,0,16,9,11,4,16
14069,2012,Ｊ１,サンフレッチェ広島,9,0,0,-3,0,16,9,14,5,17
14070,2012,Ｊ１,ベガルタ仙台,9,1,1,0,0,22,21,19,3,18
14076,2012,Ｊ１,コンサドーレ札幌,10,1,0,-3,1,4,-18,7,5,1
14083,2012,Ｊ１,アルビレックス新潟,10,0,0,-3,0,8,-9,5,3,2
14079,2012,Ｊ１,ガンバ大阪,10,0,0,-3,1,8,-9,14,5,3
14082,2012,Ｊ１,鹿島アントラーズ,10,0,1,0,0,10,-6,11,5,4
14076,2012,Ｊ１,横浜Ｆ・マリノス,10,2,3,3,1,10,-3,9,3,5
14079,2012,Ｊ１,大宮アルディージャ,10,1,3,3,1,11,-3,9,4,6
14078,2012,Ｊ１,柏レイソル,10,2,0,-3,0,11,-3,12,4,7
14083,2012,Ｊ１,ＦＣ東京,10,2,3,3,0,12,-3,8,2,8
14077,2012,Ｊ１,ヴィッセル神戸,10,2,3,3,0,12,-3,12,6,9
14081,2012,Ｊ１,川崎フロンターレ,10,3,3,3,0,13,0,13,3,10
14077,2012,Ｊ１,セレッソ大阪,10,1,0,-3,0,13,0,12,4,11
14080,2012,Ｊ１,ジュビロ磐田,10,2,1,0,0,14,3,15,6,12
14081,2012,Ｊ１,名古屋グランパス,10,2,0,-3,0,15,6,14,5,13
14082,2012,Ｊ１,サガン鳥栖,10,0,1,0,0,15,6,9,6,14
14080,2012,Ｊ１,浦和レッズ,10,2,1,0,0,16,6,12,4,15
14078,2012,Ｊ１,サンフレッチェ広島,10,5,3,3,0,16,6,14,5,16
14075,2012,Ｊ１,清水エスパルス,10,1,3,3,0,18,9,13,7,17
14075,2012,Ｊ１,ベガルタ仙台,10,0,0,-3,0,23,21,20,3,18
14084,2012,Ｊ１,コンサドーレ札幌,11,0,0,-3,0,4,-21,8,6,1
14090,2012,Ｊ１,アルビレックス新潟,11,1,1,0,0,8,-12,5,3,2
14092,2012,Ｊ１,ガンバ大阪,11,1,1,0,0,8,-12,14,6,3
14087,2012,Ｊ１,柏レイソル,11,2,3,3,0,11,-6,14,4,4
14085,2012,Ｊ１,鹿島アントラーズ,11,0,0,-3,1,11,-6,11,5,5
14089,2012,Ｊ１,セレッソ大阪,11,1,1,0,0,13,-3,13,4,6
14088,2012,Ｊ１,横浜Ｆ・マリノス,11,3,3,3,0,13,0,11,4,7
14086,2012,Ｊ１,大宮アルディージャ,11,1,1,0,0,14,0,10,5,8
14084,2012,Ｊ１,ＦＣ東京,11,1,3,3,0,15,0,10,2,9
14091,2012,Ｊ１,ヴィッセル神戸,11,0,0,-3,0,15,0,14,6,10
14091,2012,Ｊ１,名古屋グランパス,11,1,3,3,0,15,3,16,5,11
14085,2012,Ｊ１,ジュビロ磐田,11,3,3,3,1,15,3,17,6,12
14087,2012,Ｊ１,川崎フロンターレ,11,0,0,-3,0,16,3,16,3,13
14086,2012,Ｊ１,サガン鳥栖,11,1,1,0,0,16,6,9,6,14
14090,2012,Ｊ１,浦和レッズ,11,1,1,0,0,17,6,14,4,15
14088,2012,Ｊ１,サンフレッチェ広島,11,1,0,-3,0,19,9,19,5,16
14089,2012,Ｊ１,清水エスパルス,11,1,1,0,0,21,12,14,7,17
14092,2012,Ｊ１,ベガルタ仙台,11,1,1,0,0,23,18,20,3,18
14098,2012,Ｊ１,コンサドーレ札幌,12,0,0,-3,1,4,-24,8,6,1
14095,2012,Ｊ１,アルビレックス新潟,12,1,0,-3,0,9,-12,6,3,2
14093,2012,Ｊ１,ガンバ大阪,12,0,1,0,0,9,-12,15,6,3
14098,2012,Ｊ１,鹿島アントラーズ,12,7,3,3,1,11,-9,11,6,4
14100,2012,Ｊ１,セレッソ大阪,12,1,0,-3,0,14,-3,14,4,5
14100,2012,Ｊ１,柏レイソル,12,2,3,3,0,14,-3,16,4,6
14094,2012,Ｊ１,ヴィッセル神戸,12,2,0,-3,1,15,-3,14,6,7
14097,2012,Ｊ１,大宮アルディージャ,12,0,0,-3,0,15,0,11,5,8
14097,2012,Ｊ１,川崎フロンターレ,12,2,3,3,0,16,0,16,3,9
14093,2012,Ｊ１,横浜Ｆ・マリノス,12,0,1,0,0,16,3,14,4,10
14101,2012,Ｊ１,サガン鳥栖,12,2,0,-3,1,17,6,10,6,11
14101,2012,Ｊ１,ＦＣ東京,12,3,3,3,1,18,3,11,2,12
14096,2012,Ｊ１,浦和レッズ,12,1,3,3,1,18,6,15,4,13
14099,2012,Ｊ１,名古屋グランパス,12,0,0,-3,1,18,6,17,5,14
14095,2012,Ｊ１,ジュビロ磐田,12,6,3,3,0,18,6,20,7,15
14094,2012,Ｊ１,サンフレッチェ広島,12,3,3,3,1,19,6,20,5,16
14096,2012,Ｊ１,清水エスパルス,12,0,0,-3,1,22,12,15,7,17
14099,2012,Ｊ１,ベガルタ仙台,12,4,3,3,1,24,18,21,3,18
14104,2012,Ｊ１,コンサドーレ札幌,13,1,0,-3,0,4,-27,8,7,1
14109,2012,Ｊ１,アルビレックス新潟,13,0,0,-3,1,9,-15,7,3,2
14103,2012,Ｊ１,ガンバ大阪,13,2,0,-3,0,10,-12,15,6,3
14102,2012,Ｊ１,セレッソ大阪,13,1,3,3,0,14,-6,15,4,4
14108,2012,Ｊ１,鹿島アントラーズ,13,2,3,3,0,14,-6,18,7,5
14108,2012,Ｊ１,ヴィッセル神戸,13,1,0,-3,0,15,-6,16,7,6
14107,2012,Ｊ１,大宮アルディージャ,13,0,0,-3,1,15,-3,11,5,7
14109,2012,Ｊ１,柏レイソル,13,2,3,3,1,17,0,18,4,8
14106,2012,Ｊ１,横浜Ｆ・マリノス,13,0,1,0,0,17,3,14,4,9
14103,2012,Ｊ１,サガン鳥栖,13,3,3,3,0,17,3,12,7,10
14102,2012,Ｊ１,名古屋グランパス,13,0,0,-3,0,18,3,17,6,11
14105,2012,Ｊ１,川崎フロンターレ,13,3,3,3,1,19,3,18,3,12
14110,2012,Ｊ１,ＦＣ東京,13,1,1,0,0,21,6,14,3,13
14110,2012,Ｊ１,浦和レッズ,13,1,1,0,0,21,9,16,5,14
14107,2012,Ｊ１,ジュビロ磐田,13,4,3,3,1,21,9,26,7,15
14104,2012,Ｊ１,サンフレッチェ広島,13,3,3,3,0,22,9,23,6,16
14106,2012,Ｊ１,清水エスパルス,13,0,1,0,0,22,9,15,8,17
14105,2012,Ｊ１,ベガルタ仙台,13,2,0,-3,1,27,21,25,4,18
14111,2012,Ｊ１,コンサドーレ札幌,14,1,0,-3,1,4,-30,9,7,1
14115,2012,Ｊ１,アルビレックス新潟,14,1,3,3,1,9,-18,7,4,2
14117,2012,Ｊ１,ガンバ大阪,14,1,0,-3,0,10,-15,17,6,3
14116,2012,Ｊ１,ヴィッセル神戸,14,3,3,3,0,15,-9,17,7,4
14113,2012,Ｊ１,大宮アルディージャ,14,2,0,-3,0,15,-6,11,6,5
14118,2012,Ｊ１,セレッソ大阪,14,1,0,-3,0,17,-3,16,4,6
14112,2012,Ｊ１,鹿島アントラーズ,14,2,0,-3,0,17,-3,20,7,7
14112,2012,Ｊ１,名古屋グランパス,14,3,3,3,0,18,0,17,6,8
14114,2012,Ｊ１,横浜Ｆ・マリノス,14,1,3,3,1,18,3,14,4,9
14113,2012,Ｊ１,柏レイソル,14,4,3,3,0,20,3,20,5,10
14119,2012,Ｊ１,サガン鳥栖,14,0,0,-3,0,20,6,15,7,11
14114,2012,Ｊ１,ＦＣ東京,14,0,0,-3,1,22,6,15,3,12
14119,2012,Ｊ１,川崎フロンターレ,14,1,3,3,0,22,6,21,4,13
14117,2012,Ｊ１,浦和レッズ,14,2,3,3,0,22,9,17,5,14
14115,2012,Ｊ１,清水エスパルス,14,0,0,-3,1,23,9,15,8,15
14116,2012,Ｊ１,ジュビロ磐田,14,1,0,-3,0,24,12,30,8,16
14118,2012,Ｊ１,サンフレッチェ広島,14,4,3,3,0,25,12,26,6,17
14111,2012,Ｊ１,ベガルタ仙台,14,4,3,3,1,27,18,27,5,18
14120,2012,Ｊ１,コンサドーレ札幌,15,0,0,-3,0,4,-33,10,8,1
14120,2012,Ｊ１,ガンバ大阪,15,4,3,3,0,10,-18,18,6,2
14128,2012,Ｊ１,アルビレックス新潟,15,0,0,-3,1,12,-15,8,5,3
14124,2012,Ｊ１,大宮アルディージャ,15,0,1,0,0,15,-9,13,6,4
14121,2012,Ｊ１,セレッソ大阪,15,0,0,-3,1,17,-6,17,4,5
14123,2012,Ｊ１,鹿島アントラーズ,15,1,1,0,0,17,-6,22,7,6
14128,2012,Ｊ１,ヴィッセル神戸,15,1,3,3,1,18,-6,20,7,7
14122,2012,Ｊ１,サガン鳥栖,15,1,1,0,0,20,3,15,7,8
14127,2012,Ｊ１,名古屋グランパス,15,2,3,3,1,21,3,20,6,9
14126,2012,Ｊ１,横浜Ｆ・マリノス,15,0,1,0,0,21,6,15,5,10
14121,2012,Ｊ１,ＦＣ東京,15,2,3,3,1,22,3,15,4,11
14123,2012,Ｊ１,柏レイソル,15,1,1,0,0,23,6,24,5,12
14122,2012,Ｊ１,清水エスパルス,15,1,1,0,0,23,6,15,9,13
14127,2012,Ｊ１,ジュビロ磐田,15,0,0,-3,1,24,9,31,8,14
14126,2012,Ｊ１,川崎フロンターレ,15,0,1,0,0,25,9,22,4,15
14125,2012,Ｊ１,浦和レッズ,15,0,1,0,0,25,12,19,5,16
14124,2012,Ｊ１,サンフレッチェ広島,15,0,1,0,0,28,15,30,6,17
14125,2012,Ｊ１,ベガルタ仙台,15,0,1,0,0,30,21,31,6,18
14137,2012,Ｊ１,コンサドーレ札幌,16,0,0,-3,1,4,-36,10,8,1
14133,2012,Ｊ１,アルビレックス新潟,16,1,1,0,0,12,-18,8,6,2
14135,2012,Ｊ１,ガンバ大阪,16,2,0,-3,0,13,-15,22,6,3
14131,2012,Ｊ１,大宮アルディージャ,16,1,3,3,1,16,-9,13,6,4
14136,2012,Ｊ１,セレッソ大阪,16,1,1,0,0,17,-9,17,5,5
14133,2012,Ｊ１,鹿島アントラーズ,16,1,1,0,0,18,-6,23,7,6
14132,2012,Ｊ１,ヴィッセル神戸,16,1,3,3,0,21,-3,21,8,7
14137,2012,Ｊ１,サガン鳥栖,16,1,3,3,1,21,3,16,7,8
14129,2012,Ｊ１,横浜Ｆ・マリノス,16,1,1,0,0,22,6,15,5,9
14135,2012,Ｊ１,柏レイソル,16,6,3,3,0,24,6,25,5,10
14129,2012,Ｊ１,名古屋グランパス,16,1,1,0,0,24,6,22,7,11
14131,2012,Ｊ１,清水エスパルス,16,0,0,-3,1,24,6,16,9,12
14134,2012,Ｊ１,ジュビロ磐田,16,3,3,3,1,24,6,31,9,13
14134,2012,Ｊ１,ＦＣ東京,16,1,0,-3,1,25,6,17,5,14
14132,2012,Ｊ１,川崎フロンターレ,16,0,0,-3,0,26,9,22,4,15
14136,2012,Ｊ１,浦和レッズ,16,1,1,0,0,26,12,19,5,16
14130,2012,Ｊ１,サンフレッチェ広島,16,2,1,0,0,29,15,30,6,17
14130,2012,Ｊ１,ベガルタ仙台,16,2,1,0,0,31,21,31,6,18
14138,2012,Ｊ１,コンサドーレ札幌,17,0,0,-3,0,4,-39,10,9,1
14138,2012,Ｊ１,アルビレックス新潟,17,1,3,3,0,13,-18,9,6,2
14142,2012,Ｊ１,ガンバ大阪,17,2,0,-3,1,13,-18,24,6,3
14144,2012,Ｊ１,セレッソ大阪,17,1,1,0,0,18,-9,18,5,4
14141,2012,Ｊ１,大宮アルディージャ,17,0,0,-3,1,19,-6,14,7,5
14141,2012,Ｊ１,鹿島アントラーズ,17,1,3,3,1,19,-6,24,7,6
14144,2012,Ｊ１,横浜Ｆ・マリノス,17,1,1,0,0,23,6,16,5,7
14145,2012,Ｊ１,ヴィッセル神戸,17,0,0,-3,0,24,0,22,8,8
14140,2012,Ｊ１,清水エスパルス,17,0,1,0,0,24,3,16,10,9
14139,2012,Ｊ１,サガン鳥栖,17,3,0,-3,1,24,6,17,8,10
14142,2012,Ｊ１,ＦＣ東京,17,3,3,3,1,25,3,18,6,11
14143,2012,Ｊ１,名古屋グランパス,17,2,3,3,0,25,6,23,7,12
14140,2012,Ｊ１,川崎フロンターレ,17,0,1,0,0,26,6,22,4,13
14143,2012,Ｊ１,柏レイソル,17,1,0,-3,0,27,9,31,5,14
14146,2012,Ｊ１,ジュビロ磐田,17,0,0,-3,1,27,9,34,10,15
14139,2012,Ｊ１,浦和レッズ,17,4,3,3,1,27,12,20,5,16
14146,2012,Ｊ１,サンフレッチェ広島,17,2,3,3,1,30,15,32,6,17
14145,2012,Ｊ１,ベガルタ仙台,17,1,3,3,0,32,21,33,6,18
14150,2012,Ｊ１,コンサドーレ札幌,18,1,0,-3,1,4,-42,10,9,1
14152,2012,Ｊ１,ガンバ大阪,18,1,0,-3,0,13,-21,26,7,2
14149,2012,Ｊ１,アルビレックス新潟,18,0,1,0,0,16,-15,10,6,3
14153,2012,Ｊ１,セレッソ大阪,18,0,0,-3,0,19,-9,19,5,4
14148,2012,Ｊ１,大宮アルディージャ,18,2,1,0,0,19,-9,14,8,5
14153,2012,Ｊ１,鹿島アントラーズ,18,1,3,3,0,22,-3,25,8,6
14148,2012,Ｊ１,ヴィッセル神戸,18,2,1,0,0,24,-3,22,8,7
14155,2012,Ｊ１,サガン鳥栖,18,1,3,3,1,24,3,20,9,8
14152,2012,Ｊ１,横浜Ｆ・マリノス,18,2,3,3,0,24,6,17,5,9
14147,2012,Ｊ１,清水エスパルス,18,3,0,-3,0,25,3,16,10,10
14154,2012,Ｊ１,川崎フロンターレ,18,0,0,-3,1,27,6,22,4,11
14147,2012,Ｊ１,柏レイソル,18,5,3,3,0,27,6,32,5,12
14150,2012,Ｊ１,ジュビロ磐田,18,4,3,3,1,27,6,34,11,13
